,Role,Name,Movie,gender
706,actor,Woody Harrelson,1156398,male
707,actor,Emma Stone,1156398,female
708,writer,Mike White,0332379,male
709,director,Richard Linklater,0332379,male
710,actor,Jack Black,0332379,male
711,actor,Adam Pascal,0332379,male
712,actor,Lucas Papaelias,0332379,male
713,writer,John Landis,0088930,male
714,writer,Jonathan Lynn,0088930,male
715,writer,Jonathan Lynn,0088930,male
716,writer,Anthony E. Pratt,0088930,male
717,director,Jonathan Lynn,0088930,male
718,actor,Eileen Brennan,0088930,female
719,actor,Tim Curry,0088930,male
720,actor,Madeline Kahn,0088930,female
721,writer,Chris Columbus,0089218,mostly_male
722,writer,Steven Spielberg,0089218,male
723,director,Richard Donner,0089218,male
724,actor,Sean Astin,0089218,male
725,actor,Josh Brolin,0089218,male
726,actor,Jeff Cohen,0089218,male
727,writer,Erin Cardillo,2452244,mostly_female
728,writer,Dana Fox,2452244,female
729,writer,Katie Silberman,2452244,female
730,writer,Erin Cardillo,2452244,mostly_female
731,director,Todd Strauss-Schulson,2452244,male
732,actor,Rebel Wilson,2452244,unknown
733,actor,Liam Hemsworth,2452244,male
734,actor,Adam Devine,2452244,male
735,writer,Paul D. Zimmerman,0085794,male
736,director,Martin Scorsese,0085794,male
737,actor,Robert De Niro,0085794,male
738,actor,Jerry Lewis,0085794,male
739,actor,Diahnne Abbott,0085794,unknown
740,writer,James Vanderbilt,1618434,male
741,director,Kyle Newacheck,1618434,mostly_female
742,actor,Adam Sandler,1618434,male
743,actor,Jennifer Aniston,1618434,female
744,actor,Luke Evans,1618434,male
745,writer,George Gallo,0112442,male
746,writer,Michael Barrie,0112442,male
747,writer,Jim Mulholland,0112442,male
748,writer,Doug Richardson,0112442,male
749,director,Michael Bay,0112442,male
750,actor,Lisa Boyle,0112442,female
751,actor,Michael Taliferro,0112442,male
752,actor,Emmanuel Xuereb,0112442,male
